1,2,1
2,3,1
3,4,1
4,5,1
5,6,1
6,7,1
7,8,1
8,9,1
9,10,1
10,11,1
11,12,1
12,13,1
13,14,1
14,15,1
15,16,1
13,17,1
8,18,1
16,19,1
19,20,1
20,21,1
21,22,1
22,23,1
23,24,1
24,25,1
25,26,1
26,27,1
26,28,1
28,29,1
14,30,1
12,31,1
29,32,1
32,33,1
32,34,1
21,35,1
31,36,1
36,37,1
5,38,1
33,39,1
27,40,1
37,41,1
32,42,1
39,43,1
43,44,1
44,45,1
45,46,1
40,47,1
44,48,1
46,49,1
49,50,1
48,51,1
50,52,1
51,53,1
6,54,1
53,55,1
55,56,1
56,57,1
41,58,1
57,59,1
59,60,1
52,61,1
57,62,1
60,63,1
63,64,1
62,65,1
64,66,1
66,67,1
67,68,1
68,69,1
58,70,1
62,71,1
65,72,1
71,73,1
69,74,1
72,75,1
74,76,1
76,77,1
77,78,1
78,79,1
55,80,1
80,81,1
73,82,1
70,83,1
79,84,1
75,85,1
77,86,1
83,87,1
85,88,1
88,89,1
76,90,1
83,91,1
87,92,1
86,93,1
92,94,1
93,95,1
95,96,1
84,97,1
96,98,1
97,99,1
96,100,1
67,101,1
98,102,1
81,103,1
102,104,1
82,105,1
105,106,1
47,107,1
61,108,1
56,109,1
89,110,1
104,111,1
101,112,1
103,113,1
111,114,1
110,115,1
114,116,1
99,117,1
99,118,1
118,119,1
117,120,1
30,121,1
100,122,1
115,123,1
93,124,1
120,125,1
116,126,1
126,127,1
127,128,1
43,129,1
108,130,1
128,131,1
94,132,1
112,133,1
128,134,1
130,135,1
119,136,1
131,137,1
106,138,1
125,139,1
139,140,1
137,141,1
141,142,1
132,143,1
102,144,1
142,145,1
139,146,1
136,147,1
145,148,1
123,149,1
58,150,1
73,151,1
143,152,1
35,153,1
149,154,1
152,155,1
40,156,1
37,157,1
154,158,1
153,159,1
22,160,1
29,161,1
146,162,1
135,163,1
24,164,1
143,165,1
148,166,1
166,167,1
162,168,1
152,169,1
112,170,1
144,171,1
158,172,1
160,173,1
89,174,1
155,175,1
155,176,1
149,177,1
142,178,1
178,179,1
169,180,1
134,181,1
168,182,1
159,183,1
140,184,1
174,185,1
131,186,1
85,187,1
179,188,1
176,189,1
185,190,1
130,191,1
182,192,1
126,193,1
163,194,1
140,195,1
185,196,1
143,197,1
193,198,1
167,199,1
147,200,1
158,201,1
15,202,1
138,203,1
201,204,1
199,205,1
92,206,1
192,207,1
113,208,1
98,209,1
20,210,1
182,211,1
198,212,1
204,213,1
190,214,1
207,215,1
105,216,1
28,217,1
189,218,1
212,219,1
20,220,1
205,221,1
186,222,1
171,223,1
219,224,1
169,225,1
184,226,1
147,227,1
223,228,1
205,229,1
191,230,1
156,231,1
214,232,1
224,233,1
194,234,1
227,235,1
181,236,1
180,237,1
145,238,1
82,239,1
211,240,1
159,241,1
61,242,1
97,243,1
171,244,1
188,245,1
128,246,1
171,247,1
244,248,1
150,249,1
234,250,1
82,251,1
177,252,1
197,253,1
173,254,1
191,255,1
100,256,1
200,257,1
215,258,1
177,259,1
254,260,1
258,261,1
238,262,1
166,263,1
114,264,1
260,265,1
252,266,1
183,267,1
170,268,1
10,269,1
257,270,1
190,271,1
147,272,1
52,273,1
70,274,1
266,275,1
270,276,1
117,277,1
95,278,1
243,279,1
274,280,1
224,281,1
253,282,1
276,283,1
283,284,1
245,285,1
250,286,1
120,287,1
287,288,1
