1,2,1
2,3,1
3,4,1
4,5,1
5,6,1
6,7,1
7,8,1
8,9,1
9,10,1
10,11,1
11,12,1
2,13,1
12,14,1
14,15,1
14,16,1
16,17,1
17,18,1
18,19,1
15,20,1
19,21,1
21,22,1
21,23,1
22,24,1
23,25,1
25,26,1
24,27,1
27,28,1
28,29,1
29,30,1
30,31,1
20,32,1
31,33,1
33,34,1
13,35,1
34,36,1
36,37,1
26,38,1
37,39,1
38,40,1
40,41,1
41,42,1
35,43,1
42,44,1
44,45,1
22,46,1
25,47,1
39,48,1
45,49,1
48,50,1
49,51,1
51,52,1
40,53,1
52,54,1
52,55,1
54,56,1
56,57,1
50,58,1
58,59,1
57,60,1
60,61,1
32,62,1
61,63,1
62,64,1
63,65,1
32,66,1
65,67,1
64,68,1
59,69,1
69,70,1
18,71,1
68,72,1
67,73,1
68,74,1
53,75,1
56,76,1
55,77,1
73,78,1
74,79,1
58,80,1
67,81,1
81,82,1
44,83,1
82,84,1
84,85,1
38,86,1
77,87,1
78,88,1
85,89,1
31,90,1
75,91,1
45,92,1
81,93,1
88,94,1
56,95,1
70,96,1
87,97,1
89,98,1
91,99,1
96,100,1
34,101,1
26,102,1
94,103,1
53,104,1
100,105,1
79,106,1
97,107,1
97,108,1
60,109,1
89,110,1
44,111,1
25,112,1
98,113,1
105,114,1
83,115,1
114,116,1
113,117,1
103,118,1
117,119,1
119,120,1
120,121,1
112,122,1
103,123,1
121,124,1
74,125,1
68,126,1
116,127,1
127,128,1
121,129,1
124,130,1
123,131,1
129,132,1
114,133,1
133,134,1
128,135,1
130,136,1
117,137,1
72,138,1
99,139,1
101,140,1
131,141,1
59,142,1
137,143,1
136,144,1
60,145,1
143,146,1
135,147,1
77,148,1
147,149,1
118,150,1
132,151,1
144,152,1
108,153,1
149,154,1
137,155,1
134,156,1
43,157,1
105,158,1
122,159,1
156,160,1
160,161,1
107,162,1
2,163,1
152,164,1
154,165,1
164,166,1
28,167,1
166,168,1
165,169,1
45,170,1
153,171,1
166,172,1
171,173,1
168,174,1
54,175,1
173,176,1
161,177,1
128,178,1
5,179,1
174,180,1
168,181,1
162,182,1
173,183,1
26,184,1
141,185,1
140,186,1
161,187,1
84,188,1
169,189,1
180,190,1
182,191,1
190,192,1
71,193,1
132,194,1
154,195,1
151,196,1
177,197,1
121,198,1
187,199,1
106,200,1
146,201,1
196,202,1
83,203,1
176,204,1
195,205,1
181,206,1
105,207,1
64,208,1
186,209,1
191,210,1
178,211,1
142,212,1
192,213,1
199,214,1
197,215,1
205,216,1
202,217,1
78,218,1
31,219,1
4,220,1
85,221,1
141,222,1
152,223,1
139,224,1
134,225,1
79,226,1
201,227,1
93,228,1
211,229,1
200,230,1
149,231,1
171,232,1
210,233,1
62,234,1
110,235,1
215,236,1
189,237,1
216,238,1
214,239,1
157,240,1
237,241,1
228,242,1
160,243,1
216,244,1
209,245,1
242,246,1
198,247,1
180,248,1
244,249,1
194,250,1
213,251,1
172,252,1
101,253,1
248,254,1
245,255,1
93,256,1
237,257,1
243,258,1
251,259,1
206,260,1
234,261,1
151,262,1
222,263,1
258,264,1
263,265,1
212,266,1
118,267,1
239,268,1
232,269,1
205,270,1
201,271,1
10,272,1
264,273,1
254,274,1
225,275,1
229,276,1
31,277,1
250,278,1
221,279,1
204,280,1
236,281,1
49,282,1
235,283,1
233,284,1
86,285,1
236,286,1
202,287,1
251,288,1
265,289,1
94,290,1
247,291,1
252,292,1
123,293,1
278,294,1
231,295,1
225,296,1
213,297,1
155,298,1
251,299,1
268,300,1
233,301,1
41,302,1
270,303,1
289,304,1
204,305,1
257,306,1
280,307,1
289,308,1
246,309,1
210,310,1
284,311,1
211,312,1
247,313,1
262,314,1
132,315,1
224,316,1
249,317,1
133,318,1
297,319,1
239,320,1
185,321,1
227,322,1
286,323,1
117,324,1
321,325,1
224,326,1
304,327,1
261,328,1
269,329,1
30,330,1
320,331,1
200,332,1
95,333,1
98,334,1
169,335,1
331,336,1
295,337,1
241,338,1
209,339,1
294,340,1
293,341,1
250,342,1
266,343,1
246,344,1
235,345,1
323,346,1
236,347,1
272,348,1
228,349,1
307,350,1
314,351,1
327,352,1
195,353,1
96,354,1
273,355,1
287,356,1
350,357,1
152,358,1
311,359,1
318,360,1
319,361,1
317,362,1
159,363,1
31,364,1
255,365,1
329,366,1
146,367,1
336,368,1
363,369,1
81,370,1
56,371,1
305,372,1
35,373,1
130,374,1
268,375,1
50,376,1
368,377,1
308,378,1
261,379,1
199,380,1
214,381,1
378,382,1
266,383,1
333,384,1
303,385,1
385,386,1
361,387,1
357,388,1
126,389,1
361,390,1
332,391,1
376,392,1
140,393,1
17,394,1
351,395,1
72,396,1
276,397,1
352,398,1
93,399,1
92,400,1
73,401,1
257,402,1
138,403,1
320,404,1
275,405,1
355,406,1
173,407,1
304,408,1
274,409,1
222,410,1
167,411,1
317,412,1
357,413,1
45,414,1
329,415,1
358,416,1
416,417,1
